,GSVA_score,AveExpr,t,P.Value,adj.P.Val,B
GOBP_POST_TRANSLATIONAL_PROTEIN_TARGETING_TO_MEMBRANE_TRANSLOCATION,0.189384161,-0.054218795,1.324612775,0.191733699,0.250943242,-5.568824108
GOBP_REGULATION_OF_SKELETAL_MUSCLE_ADAPTATION,0.150858592,-0.092827558,1.324237015,0.191857467,0.251055807,-5.569300984
GOBP_NEGATIVE_REGULATION_OF_B_CELL_ACTIVATION,0.167560825,-0.055012308,1.32421391,0.191865079,0.251055807,-5.569330301
GOBP_INTERLEUKIN_1_ALPHA_PRODUCTION,0.164267542,-0.046516614,1.323280047,0.192172945,0.251428921,-5.570514902
GOMF_MONOATOMIC_ANION_MONOATOMIC_CATION_SYMPORTER_ACTIVITY,-0.128080465,6.41E-05,-1.322899154,0.192298622,0.251563607,-5.570997841
GOBP_NEGATIVE_REGULATION_OF_DENDRITIC_SPINE_DEVELOPMENT,0.117284732,-0.000857742,1.320770212,0.193002221,0.252454205,-5.57369478
GOBP_NEGATIVE_REGULATION_OF_LIPID_METABOLIC_PROCESS,0.093390925,-0.025045326,1.31882158,0.193647938,0.253268891,-5.576159777
GOBP_CALCIUM_ION_HOMEOSTASIS,-0.06328547,0.01060399,-1.317665087,0.194031938,0.253741128,-5.577621132
GOBP_RETINAL_METABOLIC_PROCESS,-0.148657976,0.077516044,-1.317200746,0.19418628,0.2538836,-5.578207544
REACTOME_PRESYNAPTIC_FUNCTION_OF_KAINATE_RECEPTORS,0.149439621,-0.077576,1.317199274,0.194186769,0.2538836,-5.578209403
TABULA_MURIS_SENIS_LUNG_TYPE_II_PNEUMOCYTE_AGEING,0.226088973,-0.067456635,1.316917097,0.194280607,0.253976278,-5.578565667
GOBP_G_PROTEIN_COUPLED_RECEPTOR_INTERNALIZATION,0.160333189,-0.017405984,1.316571035,0.194395737,0.254096766,-5.579002493
GOMF_PEPTIDE_BINDING,0.089787796,-0.027608322,1.316487957,0.194423383,0.254102888,-5.579107345
GOBP_REGULATION_OF_PROTEIN_KINASE_C_SIGNALING,0.122404857,-0.07130278,1.316296143,0.194487226,0.254127497,-5.579349407
GOMF_ORGANIC_CATION_TRANSMEMBRANE_TRANSPORTER_ACTIVITY,0.137491772,0.010749994,1.316293393,0.194488141,0.254127497,-5.579352877
MIR_1951,0.114293114,0.005894086,1.315836081,0.194640416,0.25429644,-5.579929856
TABULA_MURIS_SENIS_LUNG_B_CELL_AGEING,0.245572162,-0.063762494,1.315716156,0.194680364,0.254318605,-5.580081133
WP_SEROTONIN_AND_ANXIETY,0.144096954,-0.062714625,1.315529365,0.194742596,0.254369874,-5.580316728
GOBP_REGULATION_OF_RESPONSE_TO_WOUNDING,-0.082410244,0.016245589,-1.315168875,0.194862743,0.254496768,-5.58077132
GOBP_POSITIVE_REGULATION_OF_CHEMOKINE_C_X_C_MOTIF_LIGAND_2_PRODUCTION,0.177134076,-0.058253219,1.314856416,0.194966927,0.254602787,-5.581165249
MIR_5123,0.087544335,-0.066200987,1.3141177,0.195213407,0.254882568,-5.582096233
REACTOME_DOWNREGULATION_OF_ERBB2_ERBB3_SIGNALING,0.189442185,-0.082736665,1.31407626,0.19522724,0.254882568,-5.582148444
GOBP_INOSITOL_TRISPHOSPHATE_BIOSYNTHETIC_PROCESS,-0.125236205,0.041205083,-1.313982719,0.19525847,0.254893267,-5.582266294
GOBP_INORGANIC_ANION_TRANSPORT,-0.090443849,0.046140246,-1.313902854,0.195285136,0.254898009,-5.582366907
GOCC_INHIBITORY_SYNAPSE,-0.16979158,0.039045268,-1.313684352,0.195358107,0.254963181,-5.582642144
GOBP_INNATE_IMMUNE_RESPONSE_ACTIVATING_CELL_SURFACE_RECEPTOR_SIGNALING_PATHWAY,0.136296905,-0.056818795,1.31300317,0.195585726,0.255230147,-5.583499927
REACTOME_THE_NLRP3_INFLAMMASOME,0.274485431,-0.077309657,1.312908169,0.195617487,0.255241494,-5.583619525
GOBP_SODIUM_ION_IMPORT_ACROSS_PLASMA_MEMBRANE,0.160865844,-0.005301474,1.312544294,0.195739175,0.255370161,-5.584077537
GOBP_SCHWANN_CELL_MIGRATION,0.181490644,-0.011724824,1.312001001,0.19592097,0.255569541,-5.584761166
WP_CHOLESTEROL_METABOLISM_WITH_BLOCH_AND_KANDUTSCHRUSSELL_PATHWAYS,0.11359667,-0.021125371,1.311949563,0.195938188,0.255569541,-5.584825876
GOBP_POSITIVE_REGULATION_OF_VASCULAR_ENDOTHELIAL_GROWTH_FACTOR_PRODUCTION,-0.146549756,0.016769789,-1.311757979,0.19600233,0.255614826,-5.585066876
GOBP_EYE_PHOTORECEPTOR_CELL_DIFFERENTIATION,-0.09795344,0.05724882,-1.311707883,0.196019105,0.255614826,-5.585129888
GOBP_REGULATION_OF_VIRAL_PROCESS,0.157175838,-0.05006098,1.311556243,0.196069888,0.255650923,-5.585320611
chr9F4,-0.09273043,-0.002988164,-1.311134147,0.196211298,0.255805163,-5.585851389
GOBP_REGULATION_OF_ACTIVIN_RECEPTOR_SIGNALING_PATHWAY,0.112408764,-0.038642381,1.310422458,0.196449901,0.256072302,-5.586745964
GOBP_ANTIGEN_PROCESSING_AND_PRESENTATION,0.18300103,-0.062345028,1.310384946,0.196462483,0.256072302,-5.586793103
GOBP_ESTABLISHMENT_OF_ENDOTHELIAL_BARRIER,0.120139587,-0.054212947,1.309777318,0.196666382,0.256307877,-5.5875565
GOBP_REGULATION_OF_STEROID_BIOSYNTHETIC_PROCESS,0.087083753,-0.007858177,1.30951071,0.196755897,0.256394343,-5.587891351
REACTOME_ENDOSOMAL_VACUOLAR_PATHWAY,0.230869864,0.004065621,1.309036642,0.196915144,0.256571645,-5.588486609
GOBP_RESPONSE_TO_MOLECULE_OF_BACTERIAL_ORIGIN,0.132318245,-0.040929687,1.308261847,0.197175619,0.256880786,-5.58945904
MP_INCREASED_SKIN_SQUAMOUS_CELL_CARCINOMA_INCIDENCE,0.179626692,-0.069857127,1.308013574,0.19725914,0.256959346,-5.58977053
GOBP_NEGATIVE_REGULATION_OF_FAT_CELL_DIFFERENTIATION,0.091969941,0.010755824,1.307448961,0.197449179,0.257176626,-5.590478705
GOBP_NEGATIVE_REGULATION_OF_INTRINSIC_APOPTOTIC_SIGNALING_PATHWAY_IN_RESPONSE_TO_DNA_DAMAGE,0.182390157,-0.087361428,1.307171634,0.197542574,0.257267991,-5.590826443
GOBP_TRANSCYTOSIS,0.163389883,-0.094940926,1.306710452,0.197697958,0.257418783,-5.591404563
GOBP_FAT_SOLUBLE_VITAMIN_BIOSYNTHETIC_PROCESS,0.176290164,-0.102470036,1.306689907,0.197704883,0.257418783,-5.591430314
GOBP_SODIUM_ION_HOMEOSTASIS,-0.090131647,0.015401408,-1.306507388,0.197766405,0.257468593,-5.591659057
GOBP_ENDOCARDIAL_CUSHION_MORPHOGENESIS,-0.117361341,0.023534283,-1.306306616,0.197834097,0.257526423,-5.591910641
REACTOME_DOWNREGULATION_OF_ERBB2_SIGNALING,0.142818463,-0.052272639,1.304686543,0.198380959,0.258207914,-5.593939422
GOBP_NEGATIVE_REGULATION_OF_CD4_POSITIVE_ALPHA_BETA_T_CELL_ACTIVATION,0.170194057,-0.073683508,1.304380622,0.198484352,0.258312106,-5.594322258
GOMF_PROTEIN_KINASE_A_BINDING,0.070721366,0.004777908,1.30401086,0.198609375,0.258444419,-5.594784874
GOBP_POSITIVE_REGULATION_OF_PEPTIDASE_ACTIVITY,0.130068462,-0.043144768,1.303433536,0.198804698,0.25866817,-5.595506932
GOBP_POSITIVE_REGULATION_OF_EMBRYONIC_DEVELOPMENT,-0.118862047,0.004031878,-1.302688128,0.199057102,0.258966129,-5.596438774
GOBP_NON_CANONICAL_WNT_SIGNALING_PATHWAY,-0.090108396,0.028589344,-1.30219975,0.199222604,0.259147052,-5.59704903
MIKKELSEN_ES_LCP_WITH_H3K4ME3,-0.062984186,-0.004983778,-1.302139562,0.199243007,0.259147052,-5.597124224
GOBP_EOSINOPHIL_MIGRATION,0.156124237,-0.055835567,1.301838165,0.199345205,0.259245259,-5.597500716
TABULA_MURIS_SENIS_LIVER_ENDOTHELIAL_CELL_OF_HEPATIC_SINUSOID_AGEING,0.225828721,-0.060233477,1.301778716,0.199365367,0.259245259,-5.597574967
RAMJAUN_APOPTOSIS_BY_TGFB1_VIA_SMAD4_UP,0.225780821,-0.084365312,1.301500372,0.19945979,0.259337568,-5.597922576
GOBP_REGULATION_OF_VOLTAGE_GATED_CALCIUM_CHANNEL_ACTIVITY,-0.099116353,0.004439071,-1.301222689,0.199554022,0.259429607,-5.598269289
MIR_6350,0.089241009,0.000576826,1.300934182,0.199651963,0.259526445,-5.598629445
GOBP_NEGATIVE_REGULATION_OF_REGULATED_SECRETORY_PATHWAY,0.185400752,-0.061521561,1.300148827,0.199918755,0.259842723,-5.599609462
REACTOME_LYSINE_CATABOLISM,-0.141396358,0.065694101,-1.299887593,0.200007558,0.259927614,-5.599935325
LIAN_LIPA_TARGETS_3M,0.205594607,-0.083735654,1.299442871,0.200158803,0.260093626,-5.600489931
REACTOME_CYTOSOLIC_SULFONATION_OF_SMALL_MOLECULES,0.122957852,0.003055655,1.298353842,0.200529536,0.260544774,-5.601847299
GOBP_REGULATION_OF_STEROID_METABOLIC_PROCESS,0.074856843,-0.002870699,1.298215095,0.200576806,0.260575596,-5.602020157
GOBP_NEGATIVE_REGULATION_OF_NERVOUS_SYSTEM_PROCESS,-0.11484041,0.044627193,-1.298099134,0.200616319,0.260596336,-5.602164614
REACTOME_SPHINGOLIPID_DE_NOVO_BIOSYNTHESIS,0.112260101,-0.013266611,1.297386787,0.200859178,0.260881181,-5.603051751
MIR_6961_5P,0.100269585,-0.035767912,1.296454805,0.201177252,0.261263639,-5.604211733
GOBP_CELLULAR_RESPONSE_TO_PURINE_CONTAINING_COMPOUND,0.159328367,-0.047561625,1.296298024,0.201230796,0.26130251,-5.604406793
chr2E3,0.112103284,0.006804118,1.295165908,0.20161776,0.261774274,-5.605814668
GOBP_POSITIVE_REGULATION_OF_CD4_POSITIVE_ALPHA_BETA_T_CELL_DIFFERENTIATION,-0.159593676,-0.044353573,-1.295070727,0.201650319,0.261785832,-5.605932981
GOMF_LOW_DENSITY_LIPOPROTEIN_PARTICLE_BINDING,0.164004209,-0.03592678,1.294915228,0.20170352,0.261824182,-5.606126255
GOMF_ENZYME_INHIBITOR_ACTIVITY,-0.06527316,0.005552286,-1.294375935,0.201888109,0.262033054,-5.606796385
STEARMAN_LUNG_CANCER_EARLY_VS_LATE_DN,0.134771025,-0.026044699,1.293980982,0.202023375,0.262177866,-5.607286994
GOBP_REGULATION_OF_EPITHELIAL_CELL_DIFFERENTIATION,-0.074031789,0.011895886,-1.292341092,0.202585741,0.262876854,-5.609322568
GOCC_NEURON_PROJECTION_MEMBRANE,-0.130945496,0.020283415,-1.292148939,0.202651713,0.262931628,-5.609560927
BYSTROEM_CORRELATED_WITH_IL5_UP,0.126236792,-0.059300264,1.292063797,0.20268095,0.262938733,-5.609666534
GOBP_NEGATIVE_REGULATION_OF_FIBROBLAST_GROWTH_FACTOR_RECEPTOR_SIGNALING_PATHWAY,-0.140045063,0.07552833,-1.291534613,0.202862738,0.263143718,-5.61032276
GOBP_GANGLIOSIDE_METABOLIC_PROCESS,0.100483551,-0.056216812,1.291358535,0.202923253,0.263191364,-5.610541054
REACTOME_NRAGE_SIGNALS_DEATH_THROUGH_JNK,0.118739867,-0.027299006,1.291244547,0.202962435,0.263211333,-5.610682356
GOBP_REGULATION_OF_PROTEIN_LOCALIZATION_TO_ENDOSOME,0.184639576,-0.069390778,1.290760844,0.203128768,0.263384447,-5.61128184
MIR_496A_5P,0.130755915,-0.058374831,1.290717943,0.203143525,0.263384447,-5.611334999
GOBP_REGULATION_OF_LIPOPROTEIN_METABOLIC_PROCESS,0.141815248,-0.020489063,1.289900459,0.203424885,0.263718343,-5.612347652
GOBP_LONG_TERM_MEMORY,-0.094741922,0.009514171,-1.289501354,0.203562354,0.263865645,-5.612841823
GOBP_METANEPHRIC_GLOMERULUS_DEVELOPMENT,-0.238354244,0.097866856,-1.288984917,0.203740342,0.264065428,-5.613481065
GOCC_INTEGRIN_COMPLEX,0.104756345,-0.083481724,1.288826857,0.20379484,0.264105129,-5.613676663
BYSTRYKH_HEMATOPOIESIS_STEM_CELL_SCP2_QTL_TRANS,0.096251146,-0.03630323,1.288038989,0.204066654,0.264426416,-5.614651309
GOBP_POSITIVE_REGULATION_OF_RECEPTOR_CATABOLIC_PROCESS,-0.145808143,0.093095895,-1.28710994,0.204387525,0.264811188,-5.615799894
GOBP_INTERFERON_MEDIATED_SIGNALING_PATHWAY,0.192154911,-0.044651891,1.286804178,0.204493211,0.264917101,-5.61617774
GOBP_REGULATION_OF_TUBE_SIZE,-0.079106298,0.012117774,-1.2857864,0.204845299,0.26534216,-5.617434858
GOBP_LACTATION,0.12529978,-0.031540286,1.285284094,0.205019233,0.26553638,-5.618054947
GOBP_REGULATION_OF_FAT_CELL_DIFFERENTIATION,0.078806319,-0.021254046,1.283623963,0.205594877,0.266250779,-5.620102743
GOMF_CYCLASE_REGULATOR_ACTIVITY,0.121818863,-0.049159845,1.28297413,0.205820534,0.266511822,-5.620903652
GOCC_SARCOMERE,-0.077350658,0.022482476,-1.282790536,0.205884322,0.266563227,-5.621129861
BREDEMEYER_RAG_SIGNALING_VIA_ATM_NOT_VIA_NFKB_UP,0.117099556,-0.029272395,1.282500289,0.205985195,0.26666263,-5.621487416
GOMF_DIACYLGLYCEROL_KINASE_ACTIVITY,0.162053935,-0.068885468,1.282065884,0.206136237,0.266826951,-5.622022419
WP_BDNF_PATHWAY,-0.107412024,0.017741961,-1.281608604,0.206295324,0.267001644,-5.622585412
GOBP_GLUTAMINE_FAMILY_AMINO_ACID_CATABOLIC_PROCESS,0.135665942,-0.003801224,1.281152316,0.206454157,0.267175967,-5.623146997
GOBP_FATTY_ACID_CATABOLIC_PROCESS,0.097170552,0.004185399,1.280510791,0.206677625,0.267433887,-5.623936252
MP_INCREASED_TRIGEMINAL_NEUROMA_INCIDENCE,0.167078445,-0.014012099,1.280256242,0.206766345,0.267517406,-5.624249317
MIR_6898_5P,0.094031434,0.009813872,1.27979763,0.20692626,0.267693009,-5.624813208
GOBP_REGULATION_OF_PROSTAGLANDIN_SECRETION,0.135466331,-0.016543125,1.27960715,0.206992707,0.267747667,-5.625047359
GOBP_OUTER_DYNEIN_ARM_ASSEMBLY,0.160587303,-0.115124883,1.278790726,0.207277686,0.268084955,-5.626050597
GOMF_CYSTEINE_TYPE_ENDOPEPTIDASE_INHIBITOR_ACTIVITY_INVOLVED_IN_APOPTOTIC_PROCESS,0.098123629,-0.032247436,1.276717637,0.208002636,0.268991139,-5.628595372
GOBP_MICROVILLUS_ASSEMBLY,0.107773573,-0.088955619,1.275966397,0.20826581,0.269300006,-5.629516592
BIOCARTA_41BB_PATHWAY,0.155299542,-0.105894179,1.275810925,0.208320306,0.269339,-5.629707179
ZHANG_UTERUS_C13_EPITHELIAL1_CELL,0.189746161,-0.056265583,1.274619406,0.208738309,0.269847912,-5.631167096
GOBP_VOCALIZATION_BEHAVIOR,-0.181994062,-0.072298503,-1.274370275,0.208825788,0.269874363,-5.631472185
REACTOME_SYNTHESIS_OF_PE,0.099627752,0.077133747,1.274368136,0.208826539,0.269874363,-5.631474805
WP_BMP_SIGNALING_PATHWAY_IN_EYELID_DEVELOPMENT,-0.14085132,-0.005834474,-1.274352776,0.208831933,0.269874363,-5.631493612
GOBP_HEMATOPOIETIC_OR_LYMPHOID_ORGAN_DEVELOPMENT,0.095954279,-0.016605339,1.273232283,0.209225724,0.270351689,-5.632865078
BURTON_ADIPOGENESIS_2,0.149551516,-0.053310777,1.273092749,0.209274802,0.270383532,-5.633035788
TABULA_MURIS_SENIS_MARROW_LATE_PRO_B_CELL_AGEING,0.244037288,-0.082132867,1.272390411,0.20952196,0.270666501,-5.633894777
OUYANG_PROSTATE_CANCER_MARKERS,0.16555774,-0.092455915,1.272331404,0.209542736,0.270666501,-5.633966925
GOBP_DENSE_CORE_GRANULE_EXOCYTOSIS,0.175108158,-0.069580719,1.272155596,0.209604643,0.270714867,-5.634181869
REACTOME_NCAM_SIGNALING_FOR_NEURITE_OUT_GROWTH,0.114440235,-0.089593455,1.271981142,0.209666087,0.270762623,-5.634395128
TABULA_MURIS_SENIS_SUBCUTANEOUS_ADIPOSE_TISSUE_B_CELL_AGEING,0.19385762,-0.063993296,1.270987335,0.210016369,0.27118333,-5.63560948
chr17B1,0.111964349,-0.05833568,1.270780206,0.21008943,0.271246019,-5.635862463
DLX6_TARGET_GENES,-0.085700659,-0.023705077,-1.270606384,0.210150757,0.271293546,-5.636074736
WP_FATTY_ACID_OXIDATION,0.188943568,-0.055057944,1.270276733,0.210267099,0.271412075,-5.636477236
GOBP_PRESYNAPSE_ORGANIZATION,-0.14175136,0.013694382,-1.270108462,0.210326505,0.271442065,-5.636682654
GOBP_POSITIVE_REGULATION_OF_MIRNA_METABOLIC_PROCESS,0.087034899,-0.040032098,1.270071966,0.210339391,0.271442065,-5.636727204
HU_GENOTOXIN_ACTION_DIRECT_VS_INDIRECT_4HR,0.16175848,-0.068240964,1.269242111,0.210632557,0.27178726,-5.637739862
GOBP_MUCOSA_ASSOCIATED_LYMPHOID_TISSUE_DEVELOPMENT,0.13391069,-0.014809715,1.269175782,0.210656003,0.27178726,-5.637820776
GOBP_REGULATION_OF_INTRINSIC_APOPTOTIC_SIGNALING_PATHWAY_BY_P53_CLASS_MEDIATOR,0.172908404,-0.029173958,1.268596424,0.210860873,0.272019867,-5.638527356
REACTOME_SIGNAL_REGULATORY_PROTEIN_FAMILY_INTERACTIONS,-0.21933731,-0.069673929,-1.268097909,0.211037274,0.272215698,-5.639135101
GOBP_POSITIVE_REGULATION_OF_PHOSPHATASE_ACTIVITY,0.143817666,-0.082323619,1.267548614,0.211231772,0.272434824,-5.639804494
GOMF_MICROFILAMENT_MOTOR_ACTIVITY,-0.15764246,0.033617248,-1.266977892,0.211433999,0.272663865,-5.640499713
GOBP_RADIAL_GLIAL_CELL_DIFFERENTIATION,-0.106529355,0.121091022,-1.266048116,0.21176376,0.273057302,-5.641631685
GOBP_RIBOSOMAL_LARGE_SUBUNIT_ASSEMBLY,0.255789601,-0.066415514,1.265839323,0.211837865,0.273121031,-5.641885777
chr15E3,0.081365578,0.016787764,1.262871763,0.212893203,0.274449696,-5.645492947
GOBP_REGULATION_OF_TRANSFORMING_GROWTH_FACTOR_BETA1_PRODUCTION,-0.114992946,0.035588151,-1.262243876,0.213116997,0.274706196,-5.646255154
SHIN_B_CELL_LYMPHOMA_CLUSTER_9,-0.198015959,-0.085923425,-1.261600601,0.213346457,0.274969939,-5.647035673
GOBP_RESPONSE_TO_MURAMYL_DIPEPTIDE,0.184091613,-0.040222912,1.261402985,0.213416985,0.275028806,-5.647275376
MIR_1224_5P,0.097808484,-0.002444735,1.260348795,0.213793512,0.275465257,-5.648553491
GOBP_SPLEEN_DEVELOPMENT,0.121831051,-0.016688833,1.260315397,0.213805449,0.275465257,-5.648593968
GOCC_FILOPODIUM,0.072365458,-0.031679354,1.260057037,0.213897807,0.275543507,-5.648907048
REACTOME_TCR_SIGNALING,0.222285781,-0.06676004,1.2600062,0.213915983,0.275543507,-5.648968644
REACTOME_PI_3K_CASCADE_FGFR2,-0.139049585,0.047548628,-1.259791109,0.213992901,0.275610503,-5.649229235
HALLMARK_INTERFERON_GAMMA_RESPONSE,0.210510183,-0.059880656,1.258494724,0.214456933,0.276160449,-5.650798977
GOBP_ERYTHROCYTE_MATURATION,0.104175831,-0.007662587,1.258458783,0.214469808,0.276160449,-5.650842475
GOBP_LEYDIG_CELL_DIFFERENTIATION,0.151453854,0.043132522,1.258077622,0.214606391,0.276304168,-5.651303709
REACTOME_CA2_PATHWAY,0.103097529,-0.056372009,1.256247938,0.215262927,0.277117211,-5.65351595
REACTOME_PLATELET_HOMEOSTASIS,0.098770825,-0.017871489,1.255703062,0.21545873,0.277337014,-5.654174172
REACTOME_PEROXISOMAL_LIPID_METABOLISM,0.108844415,0.002248687,1.2552664,0.215615742,0.277505641,-5.654701475
GOBP_POSITIVE_REGULATION_OF_NEURAL_PRECURSOR_CELL_PROLIFERATION,-0.086169627,0.028895593,-1.255199268,0.215639889,0.277505641,-5.654782527
LI_ADIPOGENESIS_BY_ACTIVATED_PPARG,-0.14910611,0.06759089,-1.254574521,0.215864698,0.277762645,-5.655536623
GOBP_POSITIVE_REGULATION_OF_PLATELET_ACTIVATION,0.169751322,-0.027231513,1.252704894,0.216538504,0.278556267,-5.657791247
GOBP_STEROID_METABOLIC_PROCESS,-0.063378792,0.040175911,-1.252649341,0.216558549,0.278556267,-5.657858192
chr8C1,0.123581576,-0.020445049,1.252631785,0.216564884,0.278556267,-5.657879348
GOMF_STRUCTURAL_CONSTITUENT_OF_SYNAPSE,0.111972065,-0.067588187,1.252566391,0.216588482,0.278556267,-5.657958146
MCBRYAN_PUBERTAL_BREAST_3_4WK_UP,-0.067066115,-0.013515319,-1.252514174,0.216607327,0.278556267,-5.658021065
GOBP_CELL_SUBSTRATE_ADHESION,0.073850686,-0.030732716,1.251637834,0.216923769,0.278930795,-5.659076632
GOBP_RESPONSE_TO_INTERLEUKIN_17,0.150339864,-0.080116456,1.251301815,0.217045194,0.279054505,-5.65948119
GOBP_REGULATION_OF_KERATINOCYTE_PROLIFERATION,0.089949023,-0.04333887,1.250613351,0.21729414,0.279342118,-5.660309767
GOBP_RESPIRATORY_SYSTEM_DEVELOPMENT,0.059963319,0.006696776,1.249654178,0.217641325,0.279750802,-5.661463435
GOBP_LIPID_IMPORT_INTO_CELL,0.117628971,0.025335441,1.249595419,0.217662607,0.279750802,-5.661534081
GOMF_LYSOPHOSPHATIDIC_ACID_ACYLTRANSFERASE_ACTIVITY,0.138989234,-0.02189801,1.249369132,0.21774458,0.279823659,-5.661806121
MEISSNER_BRAIN_HCP_WITH_H3K4ME2,-0.188436259,0.037197396,-1.249047541,0.217861117,0.279940911,-5.662192655
ZHANG_UTERUS_C3_PROLIFERATIVE_STROMAL1_STROCXCL14_HIGH_CELL,0.168628574,-0.057976594,1.248430602,0.218084812,0.280195812,-5.662933921
GOBP_REGULATION_OF_VASCULAR_ENDOTHELIAL_GROWTH_FACTOR_RECEPTOR_SIGNALING_PATHWAY,0.133430198,-0.015055595,1.246902659,0.218639558,0.28087594,-5.664768304
GOBP_LYMPH_VESSEL_MORPHOGENESIS,-0.111450145,-0.041127423,-1.246713814,0.218708193,0.280908585,-5.664994877
GOBP_POSITIVE_REGULATION_OF_MAST_CELL_ACTIVATION_INVOLVED_IN_IMMUNE_RESPONSE,0.119270836,-0.044549883,1.246693055,0.218715739,0.280908585,-5.665019781
BIOCARTA_EPONFKB_PATHWAY,0.205633356,-0.068370251,1.245472001,0.21915993,0.281446419,-5.666483989
GOBP_ENDOCARDIAL_CUSHION_FORMATION,-0.119567778,0.034504232,-1.245236721,0.219245596,0.281523761,-5.666765966
HEVNER_SUBVENTRICULAR_ZONE_AND_UP_PROJECTION_NEURON_FATE_COMMITTED_CELLS,-0.147486144,-0.018352666,-1.244987505,0.219336364,0.281607635,-5.667064593
GOMF_THREONINE_TYPE_PEPTIDASE_ACTIVITY,0.164773366,0.0071721,1.244688125,0.219445438,0.281714991,-5.667423254
GOBP_ALDEHYDE_BIOSYNTHETIC_PROCESS,0.120168006,-0.017760639,1.244518253,0.219507346,0.281761779,-5.667626728
GOBP_NEGATIVE_REGULATION_OF_DENDRITE_MORPHOGENESIS,-0.128436354,0.109928432,-1.243304905,0.219949915,0.282297119,-5.669079327
GOBP_REGULATION_OF_CELLULAR_RESPONSE_TO_OSMOTIC_STRESS,0.140417134,-0.058166035,1.243068474,0.22003623,0.282349821,-5.669362223
GOBP_SCHWANN_CELL_DIFFERENTIATION,0.085518267,-0.035728847,1.243052652,0.220042007,0.282349821,-5.669381152
GOBP_PARASYMPATHETIC_NERVOUS_SYSTEM_DEVELOPMENT,-0.150906098,0.110107445,-1.242792125,0.22013715,0.282439154,-5.669692819
REACTOME_PYRIMIDINE_SALVAGE,0.163059234,-0.006342964,1.241682821,0.220542602,0.282926552,-5.671019188
GOBP_EXTRAEMBRYONIC_MEMBRANE_DEVELOPMENT,0.140933072,-0.037119496,1.240034828,0.221145966,0.283667702,-5.67298761
GOBP_SYNAPTIC_TRANSMISSION_DOPAMINERGIC,-0.08647907,0.026328275,-1.238802099,0.221598092,0.284214706,-5.674458429
GOMF_CHONDROITIN_SULFATE_BINDING,0.130375189,-0.061080582,1.238406184,0.221743445,0.284368173,-5.674930521
GOBP_INTRACELLULAR_POTASSIUM_ION_HOMEOSTASIS,-0.155640114,0.061182686,-1.238257132,0.221798186,0.284397618,-5.675108215
MIR_3108_3P,-0.118811626,0.022649409,-1.238203714,0.221817806,0.284397618,-5.675171894
GOBP_CALCIUM_MEDIATED_SIGNALING_USING_INTRACELLULAR_CALCIUM_SOURCE,0.125557437,-0.024021626,1.238052771,0.221873255,0.284435755,-5.675351814
GOMF_CELL_ADHESION_MOLECULE_BINDING,-0.071802183,-0.002906648,-1.237531852,0.222064692,0.284648197,-5.675972582
GOCC_CHOLINERGIC_SYNAPSE,-0.159555605,0.107995645,-1.237367256,0.222125206,0.284692788,-5.676168676
GOBP_NEGATIVE_REGULATION_OF_RECEPTOR_MEDIATED_ENDOCYTOSIS,0.086575787,-0.031774102,1.2370735,0.222233237,0.284798263,-5.676518586
GOBP_POSITIVE_REGULATION_OF_DEFENSE_RESPONSE,0.123174337,-0.056258568,1.236589372,0.222411363,0.28499091,-5.677095092
BIOCARTA_D4GDI_PATHWAY,0.187368654,-0.112101995,1.236524959,0.22243507,0.28499091,-5.67717178
GOBP_OLIGOSACCHARIDE_CATABOLIC_PROCESS,0.140798701,-0.073495247,1.23627406,0.222527432,0.285076241,-5.677470456
GOBP_POSITIVE_REGULATION_OF_EXCITATORY_POSTSYNAPTIC_POTENTIAL,-0.120788049,0.028462652,-1.23612444,0.222582525,0.285113812,-5.67764854
WUNDER_INFLAMMATORY_RESPONSE_AND_CHOLESTEROL_UP,0.196608971,-0.079278674,1.234008868,0.223362592,0.286079912,-5.680164428
GOBP_HISTAMINE_PRODUCTION_INVOLVED_IN_INFLAMMATORY_RESPONSE,-0.14145669,0.028653477,-1.233541595,0.223535159,0.286267801,-5.680719576
HOFFMANN_SMALL_PRE_BII_TO_IMMATURE_B_LYMPHOCYTE_UP,0.161088951,-0.068759608,1.233094207,0.223700475,0.286446362,-5.681250915
GOBP_REGULATION_OF_HEMOPOIESIS,0.105099624,-0.052979507,1.232964494,0.223748423,0.286474609,-5.681404935
GOBP_ORGANOPHOSPHATE_ESTER_TRANSPORT,0.06901338,0.026333331,1.232882008,0.223778917,0.286480506,-5.681502869
GOCC_CYTOCHROME_COMPLEX,0.186031209,-0.042709249,1.232796514,0.223810527,0.28648783,-5.68160437
REACTOME_TRAFFICKING_OF_AMPA_RECEPTORS,0.105348637,-0.020149673,1.232074343,0.224077667,0.286783653,-5.682461481
GOMF_AMP_BINDING,0.12385938,-0.025524174,1.231965677,0.224117884,0.286783653,-5.682590411
GOBP_NEGATIVE_REGULATION_OF_UBIQUITIN_PROTEIN_LIGASE_ACTIVITY,0.18158896,-0.081339768,1.231961641,0.224119378,0.286783653,-5.682595199
GOBP_FUCOSYLATION,0.131724871,0.037547945,1.231376014,0.224336211,0.287019042,-5.683289848
GOBP_CELL_MIGRATION_INVOLVED_IN_SPROUTING_ANGIOGENESIS,0.097838737,-0.042686287,1.231303091,0.224363222,0.287019042,-5.683376325
